key,fare_amount
2015-01-27 13:08:24.0000002,8.430958557817968
2015-01-27 13:08:24.0000003,8.893107579118247
2011-10-08 11:53:44.0000002,4.918874202077952
2012-12-01 21:12:12.0000002,7.771525307903173
2012-12-01 21:12:12.0000003,14.776647383088546
2012-12-01 21:12:12.0000005,10.551492142063804
2011-10-06 12:10:20.0000001,5.819097404227193
2011-10-06 12:10:20.0000003,51.96115268479485
2011-10-06 12:10:20.0000002,11.924411982455698
2014-02-18 15:22:20.0000002,6.2164887729939835
2014-02-18 15:22:20.0000003,8.430958557817968
2014-02-18 15:22:20.0000001,15.13167502673819
2010-03-29 20:20:32.0000002,5.119578422087517
2010-03-29 20:20:32.0000001,7.95208580147778
2011-10-06 03:59:12.0000002,8.893107579118247
2011-10-06 03:59:12.0000001,14.776647383088546
2012-07-15 16:45:04.0000006,5.170372897147729
2012-07-15 16:45:04.0000002,9.834729447391963
2012-07-15 16:45:04.0000003,5.0021213668324584
2012-07-15 16:45:04.0000004,4.918874202077952
2014-10-29 02:09:56.0000001,7.541894183815514
2014-06-14 13:39:00.00000010,8.649241674576338
2014-06-14 13:39:00.00000060,6.120475503874484
2014-06-14 13:39:00.00000087,7.785879759063494
2014-06-14 13:39:00.00000050,15.63317129102288
2014-06-14 13:39:00.0000003,6.2164887729939835
2014-06-14 13:39:00.000000158,36.15813962470841
2014-06-14 13:39:00.00000015,24.448650250456932
2014-06-14 13:39:00.00000073,5.819097404227193
2014-06-14 13:39:00.00000077,14.25911104653229
2014-06-14 13:39:00.000000145,9.393488427069206
2014-06-14 13:39:00.00000079,5.897059114659696
2014-06-14 13:39:00.000000121,5.5177770844336145
2014-06-14 13:39:00.00000021,9.393488427069206
2014-06-14 13:39:00.0000005,7.919175485072372
2014-06-14 13:39:00.000000165,7.275218388857169
2014-06-14 13:39:00.000000184,5.752195076120851
2014-06-14 13:39:00.00000059,5.986142541230013
2014-06-14 13:39:00.00000070,7.771525307903173
2014-06-14 13:39:00.00000068,5.0021213668324584
2014-06-14 13:39:00.000000133,18.441411356236994
2014-06-14 13:39:00.000000128,9.732466942290015
2014-06-14 13:39:00.000000136,17.16532579954854
